Date,Time,XAxis,YAxis,ZAxis,Latitude,Longitude,video
2/1/2020,9:49:52,0.378283862,0.363918652,8.022969763,23.017655,72.477165,picam_vid1.h264
2/1/2020,9:49:52,0.373495459,0.363918652,8.022969763,23.016655,72.477165,picam_vid3.h264
2/1/2020,9:49:52,0.292092603,0.363918652,7.884106067,23.015655,72.477165,picam_vid4.h264
