Date,Time,X-Axis (Accel.),Y-Axis (Accel.),Z-Axis (Accel.),g force in X,g force in Y,g force in Z,Latitude,Longitude
04/01/2020,01:18:21,-1.2689268798828124,-0.6679822631835937,11.79144317626953,-0.16,-0.08,1.47,23.020148,72.477095
04/01/2020,01:18:21,-0.35673604736328124,0.5889736083984375,10.493785876464843,-0.04,0.07,1.31,23.020148,72.477095
04/01/2020,01:18:21,-0.6679822631835937,1.4030021728515625,9.275137231445312,-0.08,0.18,1.16,23.020148,72.477095
04/01/2020,01:18:21,-0.9696516723632812,1.2856862915039062,6.79953271484375,-0.12,0.16,0.85,23.020148,72.477095
04/01/2020,01:18:21,-1.5011644409179687,0.8020575561523438,6.8785413696289055,-0.19,0.1,0.86,23.020148,72.477095
04/01/2020,01:18:21,-0.8355763793945312,1.8171990600585937,10.474632263183594,-0.1,0.23,1.31,23.020148,72.477095
04/01/2020,01:18:21,0.7781155395507812,1.5322890624999999,10.302249743652343,0.1,0.19,1.29,23.020148,72.477095
04/01/2020,01:18:21,0.13168109130859373,0.9840168823242187,8.513781103515624,0.02,0.12,1.06,23.020148,72.477095
04/01/2020,01:18:21,-0.5339069702148437,0.718260498046875,7.6279264892578125,-0.07,0.09,0.95,23.020148,72.477095
04/01/2020,01:18:21,-0.34237083740234375,0.9959878906249999,7.410054138183593,-0.04,0.12,0.93,23.020148,72.477095
04/01/2020,01:18:21,-0.16759411621093748,1.2497732666015624,8.080430603027343,-0.02,0.16,1.01,23.020148,72.477095
04/01/2020,01:18:21,-0.45010991210937495,1.2641384765625,8.228871105957031,-0.06,0.16,1.03,23.020148,72.477095
04/01/2020,01:18:21,-0.34715924072265625,1.16837041015625,8.157045056152343,-0.04,0.15,1.02,23.020148,72.477095
04/01/2020,01:18:22,-0.1292868896484375,0.9528922607421875,7.862558251953125,-0.02,0.12,0.98,23.020148,72.477095
04/01/2020,01:18:22,0.1388636962890625,1.0438719238281249,7.572859851074218,0.02,0.13,0.95,23.020148,72.477095
04/01/2020,01:18:22,-0.07900865478515624,0.8954314208984374,7.848193041992187,-0.01,0.11,0.98,23.020148,72.477095
04/01/2020,01:18:22,-0.05985504150390625,0.7948749511718749,9.184157568359375,-0.01,0.1,1.15,23.020148,72.477095
04/01/2020,01:18:22,0.062249243164062495,1.0678139404296874,10.122684619140625,0.01,0.13,1.27,23.020148,72.477095
04/01/2020,01:18:22,-3.0550013183593747,2.73896669921875,1.4341267944335936,-0.38,0.34,0.18,23.020148,72.477095
04/01/2020,01:18:32,0.13168109130859373,0.0383072265625,8.037334973144532,0.02,0.0,1.0,23.020148,72.477095
04/01/2020,01:18:32,0.14125789794921875,0.06703764648437499,8.090007409667969,0.02,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:32,0.1580173095703125,0.1005564697265625,8.034940771484374,0.02,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:32,0.13168109130859373,0.06464344482421874,8.185775476074218,0.02,0.01,1.02,23.020148,72.477095
04/01/2020,01:18:32,0.1005564697265625,-0.031124621582031248,8.104372619628906,0.01,-0.0,1.01,23.020148,72.477095
04/01/2020,01:18:32,0.14604630126953125,0.0909796630859375,7.886500268554687,0.02,0.01,0.99,23.020148,72.477095
04/01/2020,01:18:32,0.12449848632812499,0.06703764648437499,8.046911779785155,0.02,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:32,0.14604630126953125,0.062249243164062495,8.046911779785155,0.02,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:32,0.13646949462890623,0.07900865478515624,8.046911779785155,0.02,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:32,0.06703764648437499,0.05985504150390625,8.030152368164062,0.01,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:32,0.143652099609375,0.07900865478515624,8.030152368164062,0.02,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:32,0.08379705810546874,0.033518823242187495,7.977479931640625,0.01,0.0,1.0,23.020148,72.477095
04/01/2020,01:18:33,0.1484405029296875,0.05027823486328125,8.087613208007811,0.02,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:33,0.1292868896484375,-0.011971008300781249,8.051700183105469,0.02,-0.0,1.01,23.020148,72.477095
04/01/2020,01:18:33,0.06943184814453125,0.02633621826171875,8.042123376464843,0.01,0.0,1.01,23.020148,72.477095
04/01/2020,01:18:33,0.07900865478515624,0.05985504150390625,7.958326318359375,0.01,0.01,0.99,23.020148,72.477095
04/01/2020,01:18:33,0.1005564697265625,0.06464344482421874,8.10197841796875,0.01,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:33,0.16998831787109375,0.09816226806640624,8.049305981445311,0.02,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:33,0.105344873046875,0.10773907470703124,8.039729174804688,0.01,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:33,0.12449848632812499,0.07422025146484375,7.958326318359375,0.02,0.01,0.99,23.020148,72.477095
04/01/2020,01:18:33,0.13646949462890623,0.06943184814453125,8.099584216308592,0.02,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:33,0.143652099609375,0.0526724365234375,8.106766821289062,0.02,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:33,0.086191259765625,0.05027823486328125,8.123526232910155,0.01,0.01,1.02,23.020148,72.477095
04/01/2020,01:18:33,0.1580173095703125,0.05027823486328125,7.996633544921875,0.02,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:33,0.19153613281249998,0.076614453125,7.994239343261718,0.02,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:33,0.11013327636718749,0.08140285644531249,8.015787158203125,0.01,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:33,0.12449848632812499,0.047884033203124995,8.008604553222655,0.02,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:33,0.16041151123046873,0.055066638183593745,8.078036401367187,0.02,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:33,0.13646949462890623,-0.00718260498046875,8.044517578125,0.02,-0.0,1.01,23.020148,72.477095
04/01/2020,01:18:33,0.0909796630859375,0.0718260498046875,8.05648858642578,0.01,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:33,0.13646949462890623,0.076614453125,8.070853796386718,0.02,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:33,0.11013327636718749,0.023942016601562498,8.061276989746093,0.01,0.0,1.01,23.020148,72.477095
04/01/2020,01:18:33,0.26336218261718747,0.011971008300781249,8.075642199707032,0.03,0.0,1.01,23.020148,72.477095
04/01/2020,01:18:33,0.12449848632812499,0.031124621582031248,8.085219006347655,0.02,0.0,1.01,23.020148,72.477095
04/01/2020,01:18:33,0.10773907470703124,0.06703764648437499,8.027758166503906,0.01,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:33,0.09576806640624999,0.0430956298828125,8.116343627929687,0.01,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:33,0.14604630126953125,0.028730419921875,8.05648858642578,0.02,0.0,1.01,23.020148,72.477095
04/01/2020,01:18:33,0.1005564697265625,0.086191259765625,8.058882788085937,0.01,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:33,0.1292868896484375,0.00239420166015625,8.027758166503906,0.02,0.0,1.0,23.020148,72.477095
04/01/2020,01:18:33,0.076614453125,0.011971008300781249,8.049305981445311,0.01,0.0,1.01,23.020148,72.477095
04/01/2020,01:18:33,0.1484405029296875,0.05027823486328125,8.106766821289062,0.02,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:33,0.09576806640624999,-0.1149216796875,8.044517578125,0.01,-0.01,1.01,23.020148,72.477095
04/01/2020,01:18:33,0.10773907470703124,0.028730419921875,8.034940771484374,0.01,0.0,1.0,23.020148,72.477095
04/01/2020,01:18:33,0.13168109130859373,0.05985504150390625,8.20971749267578,0.02,0.01,1.03,23.020148,72.477095
04/01/2020,01:18:33,0.229843359375,0.023942016601562498,8.066065393066406,0.03,0.0,1.01,23.020148,72.477095
04/01/2020,01:18:33,0.11252747802734374,0.05027823486328125,8.046911779785155,0.01,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:33,0.1149216796875,0.02154781494140625,7.982268334960937,0.01,0.0,1.0,23.020148,72.477095
04/01/2020,01:18:33,0.031124621582031248,0.06703764648437499,8.104372619628906,0.0,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:33,0.14125789794921875,0.07900865478515624,8.0062103515625,0.02,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:33,0.15562310791015624,0.0909796630859375,8.06367119140625,0.02,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:33,0.10773907470703124,0.07422025146484375,7.975085729980468,0.01,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:33,0.13168109130859373,0.04548983154296875,7.972691528320312,0.02,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:33,0.11252747802734374,0.055066638183593745,7.869740856933594,0.01,0.01,0.98,23.020148,72.477095
04/01/2020,01:18:34,0.13646949462890623,0.0430956298828125,8.003816149902343,0.02,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:34,0.143652099609375,0.0,8.078036401367187,0.02,0.0,1.01,23.020148,72.477095
04/01/2020,01:18:34,0.1149216796875,0.0909796630859375,8.054094384765625,0.01,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:34,0.009576806640625,0.009576806640625,8.058882788085937,0.0,0.0,1.01,23.020148,72.477095
04/01/2020,01:18:34,0.10295067138671875,0.06464344482421874,7.975085729980468,0.01,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:34,0.09337386474609374,0.06703764648437499,7.982268334960937,0.01,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:34,0.11252747802734374,0.06464344482421874,8.054094384765625,0.01,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:34,0.10295067138671875,0.0718260498046875,7.975085729980468,0.01,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:34,0.07900865478515624,0.00239420166015625,8.061276989746093,0.01,0.0,1.01,23.020148,72.477095
04/01/2020,01:18:34,0.1197100830078125,0.009576806640625,7.958326318359375,0.01,0.0,0.99,23.020148,72.477095
04/01/2020,01:18:34,0.047884033203124995,0.033518823242187495,8.020575561523437,0.01,0.0,1.0,23.020148,72.477095
04/01/2020,01:18:34,0.16280571289062498,0.05985504150390625,8.0828248046875,0.02,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:34,0.14604630126953125,0.01915361328125,8.020575561523437,0.02,0.0,1.0,23.020148,72.477095
04/01/2020,01:18:34,0.2705447875976562,0.105344873046875,8.10197841796875,0.03,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:34,0.011971008300781249,-0.09576806640624999,8.013392956542969,0.0,-0.01,1.0,23.020148,72.477095
04/01/2020,01:18:34,0.1292868896484375,0.09576806640624999,8.01818135986328,0.02,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:34,0.11731588134765625,0.02154781494140625,7.982268334960937,0.01,0.0,1.0,23.020148,72.477095
04/01/2020,01:18:34,0.2609679809570312,0.02633621826171875,7.970297326660156,0.03,0.0,1.0,23.020148,72.477095
04/01/2020,01:18:34,0.08858546142578125,0.086191259765625,8.092401611328125,0.01,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:34,0.0909796630859375,0.086191259765625,8.022969763183593,0.01,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:34,0.13168109130859373,0.08858546142578125,7.991845141601562,0.02,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:34,0.143652099609375,0.076614453125,8.130708837890625,0.02,0.01,1.02,23.020148,72.477095
04/01/2020,01:18:34,0.07422025146484375,0.062249243164062495,7.975085729980468,0.01,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:34,0.09337386474609374,0.086191259765625,8.015787158203125,0.01,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:34,0.2920926025390625,0.0526724365234375,8.06367119140625,0.04,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:34,0.09337386474609374,0.05027823486328125,8.022969763183593,0.01,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:34,0.13407529296874998,0.0143652099609375,8.070853796386718,0.02,0.0,1.01,23.020148,72.477095
04/01/2020,01:18:34,0.07900865478515624,0.0909796630859375,8.125920434570313,0.01,0.01,1.02,23.020148,72.477095
04/01/2020,01:18:34,0.13646949462890623,0.02633621826171875,7.876923461914062,0.02,0.0,0.98,23.020148,72.477095
04/01/2020,01:18:34,0.0909796630859375,0.02154781494140625,7.989450939941406,0.01,0.0,1.0,23.020148,72.477095
04/01/2020,01:18:34,0.076614453125,0.07900865478515624,8.0828248046875,0.01,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:34,0.1005564697265625,0.09337386474609374,8.039729174804688,0.01,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:34,0.12449848632812499,0.031124621582031248,8.070853796386718,0.02,0.0,1.01,23.020148,72.477095
04/01/2020,01:18:34,0.0718260498046875,0.03591302490234375,8.013392956542969,0.01,0.0,1.0,23.020148,72.477095
04/01/2020,01:18:34,0.2705447875976562,0.10773907470703124,8.010998754882811,0.03,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:34,0.0909796630859375,0.086191259765625,8.032546569824218,0.01,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:34,0.09816226806640624,0.076614453125,8.034940771484374,0.01,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:35,0.16998831787109375,0.05746083984375,8.12113203125,0.02,0.01,1.02,23.020148,72.477095
04/01/2020,01:18:35,0.08140285644531249,0.04548983154296875,8.099584216308592,0.01,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:35,0.13407529296874998,0.023942016601562498,7.948749511718749,0.02,0.0,0.99,23.020148,72.477095
04/01/2020,01:18:35,0.13407529296874998,0.076614453125,8.003816149902343,0.02,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:35,0.105344873046875,0.06703764648437499,8.032546569824218,0.01,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:35,0.11731588134765625,0.04548983154296875,8.123526232910155,0.01,0.01,1.02,23.020148,72.477095
04/01/2020,01:18:35,0.0,0.07900865478515624,8.054094384765625,0.0,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:35,0.00718260498046875,0.06464344482421874,8.10197841796875,0.0,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:35,0.14125789794921875,0.10295067138671875,8.022969763183593,0.02,0.01,1.0,23.020148,72.477095
04/01/2020,01:18:35,0.06943184814453125,0.00718260498046875,8.032546569824218,0.01,0.0,1.0,23.020148,72.477095
04/01/2020,01:18:35,0.10773907470703124,0.033518823242187495,8.097190014648437,0.01,0.0,1.01,23.020148,72.477095
04/01/2020,01:18:35,0.10773907470703124,0.023942016601562498,8.137891442871092,0.01,0.0,1.02,23.020148,72.477095
04/01/2020,01:18:35,0.047884033203124995,0.05027823486328125,8.051700183105469,0.01,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:35,0.06943184814453125,0.03591302490234375,8.070853796386718,0.01,0.0,1.01,23.020148,72.477095
04/01/2020,01:18:35,0.1197100830078125,0.03591302490234375,8.099584216308592,0.01,0.0,1.01,23.020148,72.477095
04/01/2020,01:18:35,0.09576806640624999,0.105344873046875,8.05648858642578,0.01,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:35,0.12449848632812499,0.062249243164062495,8.042123376464843,0.02,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:35,0.076614453125,0.076614453125,8.106766821289062,0.01,0.01,1.01,23.020148,72.477095
04/01/2020,01:18:35,0.08858546142578125,0.031124621582031248,8.032546569824218,0.01,0.0,1.0,23.020148,72.477095
04/01/2020,01:18:35,0.09576806640624999,0.0047884033203125,8.068459594726562,0.01,0.0,1.01,23.020148,72.477095
04/01/2020,01:18:35,0.105344873046875,0.03591302490234375,8.0062103515625,0.01,0.0,1.0,23.020148,72.477095
04/01/2020,01:18:35,0.05985504150390625,0.0526724365234375,8.027758166503906,0.01,0.01,1.0,23.020148,
