Date,Time,X-Axis,Y-Axis,Z-Axis,Latitude,Longitude
02/01/2020,09:49:56,0.33758243408203126,0.36152445068359373,8.087613208007811,23.019655,72.477165
02/01/2020,09:49:56,0.39983167724609375,0.35673604736328124,7.931990100097655,23.019655,72.477165
02/01/2020,09:49:56,0.4070142822265625,0.40222587890625,7.977479931640625,23.019655,72.477165
02/01/2020,09:49:57,0.37828386230468747,0.35194764404296874,7.893682873535155,23.019655,72.477165
02/01/2020,09:49:57,0.4213794921875,0.3806780639648437,8.092401611328125,23.019655,72.477165
02/01/2020,09:49:57,0.36631285400390623,0.35194764404296874,8.061276989746093,23.019655,72.477165
02/01/2020,09:49:57,0.1867477294921875,0.32561142578124996,8.003816149902343,23.019655,72.477165
02/01/2020,09:49:57,0.36152445068359373,0.4429273071289062,7.948749511718749,23.019655,72.477165
02/01/2020,09:49:57,0.44532150878906246,0.32561142578124996,8.042123376464843,23.019655,72.477165
02/01/2020,09:49:57,0.22505495605468748,0.37828386230468747,8.068459594726562,23.019655,72.477165
02/01/2020,09:49:57,0.277727392578125,0.3495534423828125,8.080430603027343,23.019655,72.477165
02/01/2020,09:49:57,0.2825157958984375,0.45489831542968745,7.991845141601562,23.019655,72.477165
02/01/2020,09:49:57,0.3064578125,0.33518823242187495,7.972691528320312,23.019655,72.477165
02/01/2020,09:49:57,0.296881005859375,0.19153613281249998,7.8912886718749995,23.019655,72.477165
02/01/2020,09:49:57,0.34715924072265625,0.36391865234375,7.9846625366210935,23.019655,72.477165
02/01/2020,09:49:57,0.3711012573242187,0.33518823242187495,8.085219006347655,23.019655,72.477165
02/01/2020,09:49:58,0.181959326171875,0.3495534423828125,7.991845141601562,23.019655,72.477165
02/01/2020,09:49:58,0.29448680419921874,0.36391865234375,7.900865478515625,23.019655,72.477165
02/01/2020,09:49:58,0.3327940307617187,0.354341845703125,7.996633544921875,23.019655,72.477165
02/01/2020,09:49:58,0.34237083740234375,0.35673604736328124,7.999027746582031,23.019655,72.477165
02/01/2020,09:49:58,0.3016694091796875,0.3495534423828125,8.104372619628906,23.019655,72.477165
02/01/2020,09:49:58,0.3064578125,0.3854664672851562,7.979874133300781,23.019655,72.477165
02/01/2020,09:49:58,0.1580173095703125,0.3711012573242187,8.020575561523437,23.019655,72.477165
02/01/2020,09:49:58,0.30885201416015623,0.36631285400390623,7.999027746582031,23.019655,72.477165
02/01/2020,09:49:58,0.17238251953125,0.4572925170898437,8.013392956542969,23.019655,72.477165
02/01/2020,09:49:58,0.3232172241210937,0.30885201416015623,7.829039428710937,23.019655,72.477165
02/01/2020,09:49:58,0.41898529052734373,0.3854664672851562,8.039729174804688,23.019655,72.477165
02/01/2020,09:49:58,0.3399766357421875,0.373495458984375,8.027758166503906,23.019655,72.477165
02/01/2020,09:49:58,0.34715924072265625,0.36152445068359373,8.0828248046875,23.019655,72.477165
02/01/2020,09:49:59,0.3687070556640625,0.3806780639648437,8.039729174804688,23.019655,72.477165
02/01/2020,09:49:59,0.35194764404296874,0.35194764404296874,8.061276989746093,23.019655,72.477165
02/01/2020,09:49:59,0.3112462158203125,0.34237083740234375,8.066065393066406,23.019655,72.477165
02/01/2020,09:49:59,0.3950432739257812,0.354341845703125,8.003816149902343,23.019655,72.477165
02/01/2020,09:49:59,0.3399766357421875,0.354341845703125,8.061276989746093,23.019655,72.477165
02/01/2020,09:49:59,0.3711012573242187,0.3136404174804687,7.888894470214844,23.019655,72.477165
02/01/2020,09:49:59,0.3399766357421875,0.3950432739257812,7.9655089233398435,23.019655,72.477165
02/01/2020,09:49:59,0.19632453613281248,0.40222587890625,7.951143713378905,23.019655,72.477165
02/01/2020,09:49:59,0.29448680419921874,0.4070142822265625,8.099584216308592,23.019655,72.477165
02/01/2020,09:49:59,0.3064578125,0.33039982910156246,8.066065393066406,23.019655,72.477165
02/01/2020,09:49:59,0.2920926025390625,0.373495458984375,8.070853796386718,23.019655,72.477165
02/01/2020,09:49:59,0.41419688720703124,0.35673604736328124,7.9846625366210935,23.019655,72.477165
02/01/2020,09:49:59,0.35194764404296874,0.3280056274414062,8.09479581298828,23.019655,72.477165
02/01/2020,09:49:59,0.3280056274414062,0.3112462158203125,7.999027746582031,23.019655,72.477165
02/01/2020,09:49:59,0.36631285400390623,0.373495458984375,8.0062103515625,23.019655,72.477165
02/01/2020,09:50:00,0.3591302490234375,0.2346317626953125,7.987056738281249,23.019655,72.477165
02/01/2020,09:50:00,0.36391865234375,0.3711012573242187,8.003816149902343,23.019655,72.477165
02/01/2020,09:50:00,0.29448680419921874,0.3327940307617187,8.003816149902343,23.019655,72.477165
02/01/2020,09:50:00,0.3902548706054687,0.41898529052734373,7.987056738281249,23.019655,72.477165
02/01/2020,09:50:00,0.38786066894531246,0.3687070556640625,7.931990100097655,23.019655,72.477165
02/01/2020,09:50:00,0.2825157958984375,0.39983167724609375,7.9463553100585935,23.019655,72.477165
02/01/2020,09:50:00,0.35194764404296874,0.36631285400390623,7.9655089233398435,23.019655,72.477165
02/01/2020,09:50:00,0.16519991455078123,0.32561142578124996,8.010998754882811,23.019655,72.477165
02/01/2020,09:50:00,0.3806780639648437,0.3399766357421875,8.049305981445311,23.019655,72.477165
02/01/2020,09:50:00,0.33518823242187495,0.3016694091796875,7.920019091796875,23.019655,72.477165
02/01/2020,09:50:00,0.19632453613281248,0.28012159423828126,7.888894470214844,23.019655,72.477165
02/01/2020,09:50:00,0.28490999755859375,0.18914193115234373,8.022969763183593,23.019655,72.477165
02/01/2020,09:50:01,0.36152445068359373,0.3447650390625,8.008604553222655,23.019655,72.477165
02/01/2020,09:50:01,0.38307226562499996,0.35673604736328124,7.999027746582031,23.019655,72.477165
02/01/2020,09:50:01,0.33758243408203126,0.32561142578124996,8.010998754882811,23.019655,72.477165
02/01/2020,09:50:01,0.33758243408203126,0.3950432739257812,7.9104422851562495,23.019655,72.477165
02/01/2020,09:50:01,0.3280056274414062,0.2059013427734375,7.977479931640625,23.019655,72.477165
02/01/2020,09:50:01,0.3327940307617187,0.44053310546874996,8.008604553222655,23.019655,72.477165
02/01/2020,09:50:01,0.28490999755859375,0.35194764404296874,7.977479931640625,23.019655,72.477165
02/01/2020,09:50:01,0.3327940307617187,0.36152445068359373,8.054094384765625,23.019655,72.477165
02/01/2020,09:50:01,0.3687070556640625,0.3758896606445312,7.977479931640625,23.019655,72.477165
02/01/2020,09:50:01,0.4261678955078125,0.15562310791015624,7.9655089233398435,23.019655,72.477165
02/01/2020,09:50:01,0.3806780639648437,0.35194764404296874,7.9846625366210935,23.019655,72.477165
02/01/2020,09:50:01,0.32561142578124996,0.35194764404296874,7.982268334960937,23.019655,72.477165
02/01/2020,09:50:01,0.2154781494140625,0.3854664672851562,8.049305981445311,23.019655,72.477165
02/01/2020,09:50:02,0.3327940307617187,0.3591302490234375,7.994
